Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1040473,-,-,-,33.97,-81.06,-5,60,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2019,1,1,0,30,17.7,0,0,0,0,17.5,0,0,0,0,98.69,169.05,0.14,1010,3.7,207,1.9000000000000001,0.0000,0.0000
2019,1,1,1,30,17.6,0,0,0,0,17.400000000000002,0,0,0,0,98.73,162.5,0.14,1010,3.8000000000000003,210,2,0.0000,0.0000
2019,1,1,2,30,17.400000000000002,0,0,0,4,17.2,0,0,0,0,98.62,151.11,0.14,1010,4,214,1.9000000000000001,0.0000,0.0000
2019,1,1,3,30,17.3,0,0,0,0,17,0,0,0,0,98.06,138.82,0.14,1010,4.2,219,1.8,0.0000,0.0000
2019,1,1,4,30,17.2,0,0,0,0,16.900000000000002,0,0,0,0,98.10000000000001,126.39,0.14,1010,4.3,226,1.7000000000000002,0.0000,0.0000
2019,1,1,5,30,17.1,0,0,0,0,16.900000000000002,0,0,0,0,98.51,114.11,0.14,1010,4.2,236,1.6,0.0000,0.0000
2019,1,1,6,30,17,0,0,0,0,16.8,0,0,0,0,98.57000000000001,102.16,0.14,1011,4,249,1.5,0.0000,0.0000
2019,1,1,7,30,17.3,5,38,5,0,16.6,5,38,0,5,95.89,90.17,0.14,1012,3.6,260,1.5,0.0000,0.0000
2019,1,1,8,30,18.1,47,486,130,0,17.1,47,486,0,130,93.63,80.12,0.14,1012,3.3000000000000003,264,1.5,0.0000,0.0000
2019,1,1,9,30,19.1,68,687,293,3,17.3,93,30,0,103,89.36,70.87,0.14,1013,3.1,257,1.4000000000000001,5.2316,4.0467
2019,1,1,10,30,20,83,767,426,3,17.2,123,12,29,128,83.84,63.43,0.14,1012,3.1,251,1.5,6.9043,5.3807
2019,1,1,11,30,20.700000000000003,94,793,508,7,16.8,115,2,61,116,78.52,58.56,0.14,1012,3.3000000000000003,252,1.5,6.4476,5.0397
2019,1,1,12,30,20.900000000000002,106,778,531,7,16.3,171,20,7,182,74.79,56.92,0.14,1011,3.4000000000000004,255,1.5,10.2039,7.9819
2019,1,1,13,30,20.8,113,733,493,7,16.3,210,196,0,312,75.22,58.800000000000004,0.14,1011,3.6,259,1.4000000000000001,17.3190,13.5354
2019,1,1,14,30,20.3,108,666,401,8,16.8,52,3,54,53,80.08,63.88,0.14,1011,3.7,262,1.2000000000000002,2.8499,2.2202
2019,1,1,15,30,19.3,92,549,266,3,17.2,77,20,4,83,87.65,71.47,0.14,1011,3.8000000000000003,259,0.8,4.1925,3.2403
2019,1,1,16,30,18.1,57,328,109,7,17.5,44,27,93,48,96.42,80.83,0.14,1012,3.8000000000000003,255,0.6000000000000001,0.0000,0.0000
2019,1,1,17,30,17.2,2,7,2,7,16.7,1,0,29,1,96.68,91.55,0.14,1012,3.9000000000000004,257,0.6000000000000001,0.0000,0.0000
2019,1,1,18,30,17,0,0,0,7,16.400000000000002,0,0,0,0,96,102.99000000000001,0.14,1013,4,261,0.7000000000000001,0.0000,0.0000
2019,1,1,19,30,16.400000000000002,0,0,0,7,16,0,0,0,0,97.79,114.97,0.14,1013,4,272,0.6000000000000001,0.0000,0.0000
2019,1,1,20,30,16.1,0,0,0,7,15.700000000000001,0,0,0,0,97.64,127.27,0.14,1013,4,273,0.6000000000000001,0.0000,0.0000
2019,1,1,21,30,15.8,0,0,0,8,15.5,0,0,0,0,97.9,139.69,0.14,1013,4,268,0.5,0.0000,0.0000
2019,1,1,22,30,15.600000000000001,0,0,0,8,15.3,0,0,0,0,97.84,151.95000000000002,0.14,1013,4,260,0.5,0.0000,0.0000
2019,1,1,23,30,15.4,0,0,0,7,15.100000000000001,0,0,0,0,97.81,163.18,0.14,1013,3.9000000000000004,251,0.4,0.0000,0.0000
2019,1,2,0,30,15.200000000000001,0,0,0,7,14.8,0,0,0,0,97.54,168.97,0.14,1013,3.8000000000000003,246,0.4,0.0000,0.0000
2019,1,2,1,30,15,0,0,0,7,14.600000000000001,0,0,0,0,97.53,162.52,0.14,1013,3.8000000000000003,242,0.5,0.0000,0.0000
2019,1,2,2,30,14.9,0,0,0,7,14.5,0,0,0,0,97.17,151.16,0.14,1013,3.7,239,0.5,0.0000,0.0000
2019,1,2,3,30,14.8,0,0,0,0,14.3,0,0,0,0,96.65,138.88,0.14,1013,3.6,234,0.5,0.0000,0.0000
2019,1,2,4,30,14.600000000000001,0,0,0,8,14.200000000000001,0,0,0,0,97.51,126.45,0.14,1013,3.5,188,0.30000000000000004,0.0000,0.0000
2019,1,2,5,30,14.200000000000001,0,0,0,0,13.9,0,0,0,0,98.07000000000001,114.16,0.14,1013,3.4000000000000004,116,0.30000000000000004,0.0000,0.0000
2019,1,2,6,30,13.8,0,0,0,0,13.5,0,0,0,0,98.08,102.21000000000001,0.14,1014,3.2,73,0.4,0.0000,0.0000
2019,1,2,7,30,14.3,5,38,5,0,13.200000000000001,5,30,21,5,93.2,90.19,0.14,1015,2.9000000000000004,62,0.5,0.0000,0.0000
2019,1,2,8,30,15.8,48,484,131,7,14.5,61,131,86,83,91.96000000000001,80.14,0.14,1015,2.7,87,0.7000000000000001,0.0000,0.0000
2019,1,2,9,30,17.3,70,689,296,4,15.5,113,109,0,149,89,70.87,0.14,1015,2.6,122,0.8,7.5680,5.8540
2019,1,2,10,30,18.7,84,772,430,4,16,191,176,0,270,84.17,63.4,0.14,1015,2.7,171,0.5,14.5669,11.3525
2019,1,2,11,30,19.8,93,805,514,7,16,227,113,0,286,78.61,58.5,0.14,1014,2.8000000000000003,209,0.30000000000000004,15.9020,12.4299
2019,1,2,12,30,20.3,98,808,540,7,15.8,236,85,0,283,75.4,56.83,0.14,1013,3,204,0.5,15.8738,12.4176
2019,1,2,13,30,20.1,100,779,505,6,15.8,133,6,0,136,76.12,58.69,0.14,1012,3.2,202,0.7000000000000001,7.5539,5.9040
2019,1,2,14,30,19.6,96,714,412,6,16.3,76,1,0,76,81.28,63.75,0.14,1012,3.3000000000000003,212,0.7000000000000001,4.0904,3.1869
2019,1,2,15,30,18.900000000000002,83,598,274,4,16.6,38,2,0,39,86.46000000000001,71.34,0.14,1012,3.4000000000000004,231,0.5,1.9724,1.5247
2019,1,2,16,30,17.900000000000002,54,368,114,7,16.3,35,1,100,35,90.44,80.69,0.14,1013,3.5,299,0.30000000000000004,0.0000,0.0000
2019,1,2,17,30,16.8,2,9,2,8,15.5,1,0,14,1,92.21000000000001,91.41,0.14,1013,3.6,197,0.4,0.0000,0.0000
2019,1,2,18,30,16.3,0,0,0,7,15.600000000000001,0,0,0,0,95.41,102.85000000000001,0.14,1013,3.6,41,0.4,0.0000,0.0000
2019,1,2,19,30,15.5,0,0,0,7,15.4,0,0,0,0,99.51,114.83,0.14,1012,3.6,68,0.30000000000000004,0.0000,0.0000
2019,1,2,20,30,15.200000000000001,0,0,0,7,15.100000000000001,0,0,0,0,99.57000000000001,127.13000000000001,0.14,1012,3.6,86,0.30000000000000004,0.0000,0.0000
2019,1,2,21,30,14.9,0,0,0,8,14.8,0,0,0,0,99.60000000000001,139.56,0.14,1011,3.4000000000000004,111,0.30000000000000004,0.0000,0.0000
2019,1,2,22,30,14.5,0,0,0,7,14.5,0,0,0,0,100,151.81,0.14,1010,3.3000000000000003,148,0.4,0.0000,0.0000
2019,1,2,23,30,14,0,0,0,7,14,0,0,0,0,100,163.04,0.14,1010,3.1,187,0.5,0.0000,0.0000
2019,1,3,0,30,13.8,0,0,0,7,13.8,0,0,0,0,100,168.88,0.14,1010,2.8000000000000003,214,0.6000000000000001,0.0000,0.0000
2019,1,3,1,30,13.700000000000001,0,0,0,7,13.700000000000001,0,0,0,0,100,162.54,0.14,1010,2.7,230,0.7000000000000001,0.0000,0.0000
2019,1,3,2,30,13.5,0,0,0,7,13.5,0,0,0,0,100,151.21,0.14,1010,2.6,239,0.6000000000000001,0.0000,0.0000
2019,1,3,3,30,13.3,0,0,0,7,13.3,0,0,0,0,99.99000000000001,138.94,0.14,1009,2.6,244,0.7000000000000001,0.0000,0.0000
2019,1,3,4,30,13.5,0,0,0,7,13.200000000000001,0,0,0,0,98.10000000000001,126.51,0.14,1009,2.7,246,0.9,0.0000,0.0000
2019,1,3,5,30,13.700000000000001,0,0,0,7,13.5,0,0,0,0,98.8,114.21000000000001,0.14,1010,2.8000000000000003,248,0.9,0.0000,0.0000
2019,1,3,6,30,13.600000000000001,0,0,0,6,13.5,0,0,0,0,99.66,102.25,0.14,1010,2.8000000000000003,249,0.8,0.0000,0.0000
2019,1,3,7,30,13.9,5,42,5,6,13.4,2,0,43,2,97.04,90.22,0.14,1010,2.8000000000000003,247,0.8,0.0000,0.0000
2019,1,3,8,30,14.5,45,506,132,6,13.9,20,0,100,20,96.35000000000001,80.15,0.14,1010,2.9000000000000004,246,1,0.0000,0.0000
2019,1,3,9,30,15.200000000000001,65,702,295,7,14.4,47,18,0,53,94.83,70.86,0.14,1010,3,251,1.1,2.6922,2.0825
2019,1,3,10,30,16.1,79,780,429,6,15,62,0,0,62,93.32000000000001,63.370000000000005,0.14,1010,3.1,256,1.3,3.3457,2.6075
